well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
C404,20               ,20,R90N             , ,C404 
C404,20               ,20,R90N             , ,C404 
C404,20               ,20,R90N             ,A,C404A
C405,33               ,33,R90N             , ,C405 
C406,20               ,20,R90N             , ,C406 
C407,21               ,21,R90S             , ,C407 
C407,21               ,21,R90S             ,A,C407A
C408,21               ,21,R90S             , ,C408 
C409,20-33            ,20,R90N             , ,C409 
C409,20-33            ,33,R90N             , ,C409 
C409,20-33            ,20,R90N             ,A,C409A
C409,20-33            ,33,R90N             ,A,C409A
C409,20-33            ,20,R90N             ,B,C409B
C409,20-33            ,33,R90N             ,B,C409B
C408,21               ,21,R90S             , ,C408 
C410,20               ,20,R90N             , ,C410 
C410,20               ,20,R90N             ,A,C410A
C411,21               ,21,R90S             , ,C411 
C412,21               ,21,R90S             , ,C412 
C412,21               ,21,R90S             ,A,C412A
C412,21               ,21,R90S             ,B,C412B
C413,20-33            ,20,R90N             , ,C413 
C413,20-33            ,33,R90N             , ,C413 
C413,20-33            ,20,R90N             ,A,C413A
C413,20-33            ,33,R90N             ,A,C413A
C414,21               ,21,R90S             , ,C414 
C415,33               ,33,R90N             , ,C415 
C415,33               ,33,R90N             , ,C415 
C415,33               ,33,R90N             , ,C415 
C416,30               ,30,37               , ,C416 
C417,21               ,21,R90S             , ,C417 
C418,45               ,45,UF90             , ,C418 
C419,21               ,21,R90S             , ,C419 
C419,21               ,21,R90S             ,A,C419A
C415,33               ,33,R90N             , ,C415 
C419,21               ,21,R90S             ,B,C419B
C420,33               ,33,R90N             , ,C420 
C421,21               ,21,R90S             , ,C421 
C423,21               ,21,R90S             , ,C423 
C422,33               ,33,R90N             , ,C422 
C423,21               ,21,R90S             , ,C423 
C424,45               ,45,UF90             , ,C424 
C425,46               ,46,UF90             , ,C425 
C422,33               ,33,R90N             , ,C422 
C426,21               ,21,R90S             , ,C426 
C427,20               ,20,R90N             , ,C427 
C428,20               ,20,R90N             , ,C428 
C429,33               ,33,R90N             , ,C429 
C430,33               ,33,R90N             , ,C430 
C431,21               ,21,R90S             , ,C431 
C429,33               ,33,R90N             , ,C429 
C432,33               ,33,R90N             , ,C432 
C433,21               ,21,R90S             , ,C433 
C434,33               ,33,R90N             , ,C434 
C426,21               ,21,R90S             , ,C426 
C432,33               ,33,R90N             , ,C432 
C442,45               ,45,UF90             , ,C442 
C440,44               ,44,UF90             , ,C440 
C441,45               ,45,UF90             , ,C441 
C442,45               ,45,UF90             , ,C442 
C443,45               ,45,UF90             , ,C443 
C443,45               ,45,UF90             ,A,C443A
C444,45               ,45,UF90             , ,C444 
C445,21               ,21,R90S             , ,C445 
C446,45               ,45,UF90             , ,C446 
C440,44               ,44,UF90             , ,C440 
C448,45               ,45,UF90             , ,C448 
C447,45               ,45,UF90             , ,C447 
C452,33               ,33,R90N             , ,C452 
C448,45               ,45,UF90             , ,C448 
C449,45               ,45,UF90             , ,C449 
C449,45               ,45,UF90             , ,C449 
C449,45               ,45,UF90             , ,C449 
C450,46               ,46,UF90             , ,C450 
C451,45               ,45,UF90             , ,C451 
C451,45               ,45,UF90             ,A,C451A
C447,45               ,45,UF90             , ,C447 
C452,33               ,33,R90N             , ,C452 
C453,21               ,21,R90S             , ,C453 
C459,43               ,43,TE90S            , ,C459 
C454,46               ,46,UF90             , ,C454 
C455,46               ,46,UF90             , ,C455 
C456,46               ,46,UF90             , ,C456 
C457,45               ,45,UF90             , ,C457 
C458,21               ,21,R90S             , ,C458 
C459,43               ,43,TE90S            , ,C459 
C454,46               ,46,UF90             , ,C454 
C460,33               ,33,R90N             , ,C460 
C460,33               ,33,R90N             , ,C460 
C460,33               ,33,R90N             , ,C460 
C512,21               ,21,R90S             , ,C512 
C513,45               ,45,UF90             , ,C513 
C513,45               ,45,UF90             ,A,C513A
C514,21               ,21,R90S             , ,C514 
C514,21               ,21,R90S             ,A,C514A
C514,21               ,21,R90S             ,B,C514B
C515,21               ,21,R90S             , ,C515 
C515,21               ,21,R90S             , ,C515 
C515,21               ,21,R90S             , ,C515 
C516,43-46            ,43,TE90S-UF90       , ,C516 
C516,43-46            ,46,TE90S-UF90       , ,C516 
C516,21-43-46         ,21,R90S-TE90S-UF90  , ,C516 
C516,21-43-46         ,43,R90S-TE90S-UF90  , ,C516 
C516,21-43-46         ,46,R90S-TE90S-UF90  , ,C516 
C516,43-46            ,43,TE90S-UF90       , ,C516 
C516,43-46            ,46,TE90S-UF90       , ,C516 
C517,33               ,33,R90N             , ,C517 
C518,45               ,45,UF90             , ,C518 
C519,21               ,21,R90S             , ,C519 
C519,45               ,45,UF90             ,A,C519A
C520,46               ,46,UF90             , ,C520 
C522,21               ,21,R90S             , ,C522 
C523,21               ,21,R90S             , ,C523 
C523,21               ,21,R90S             ,A,C523A
C523,45               ,45,UF90             ,B,C523B
C523,45               ,45,UF90             ,C,C523C
C524,33               ,33,R90N             , ,C524 
C526,21               ,21,R90S             , ,C526 
C525,46               ,46,UF90             , ,C525 
C525,21               ,21,R90S             ,Z,C525Z
C525,21               ,21,R90S             ,A,C525A
C529,45               ,45,UF90             , ,C529 
C526,21               ,21,R90S             , ,C526 
C527,21               ,21,R90S             , ,C527 
C528,21               ,21,R90S             , ,C528 
C529,45               ,45,UF90             ,A,C529A
C524,33               ,33,R90N             , ,C524 
C525,21               ,21,R90S             ,A,C525A
C525,21               ,21,R90S             ,A,C525A
C530,21               ,21,R90S             , ,C530 
C530,21               ,21,R90S             ,A,C530A
C531,21               ,21,R90S             , ,C531 
C532,21               ,21,R90S             , ,C532 
C533,45               ,45,UF90             , ,C533 
C533,45               ,45,UF90             , ,C533 
C533,45               ,45,UF90             ,A,C533A
C534,21-43            ,21,R90S-TE90S       , ,C534 
C534,21-43            ,43,R90S-TE90S       , ,C534 
C534,43               ,43,TE90S            ,A,C534A
C534,43               ,43,TE90S            ,B,C534B
C535,21-22            ,21,R90S             , ,C535 
C535,21-22            ,22,R90S             , ,C535 
C535,21-22            ,21,R90S             ,A,C535A
C535,21-22            ,22,R90S             ,A,C535A
C535,21-22            ,21,R90S             ,A,C535A
C535,21-22            ,22,R90S             ,A,C535A
C536,21               ,21,R90S             , ,C536 
C537,33               ,33,R90N             , ,C537 
C538,21               ,21,R90S             , ,C538 
C539,45               ,45,UF90             , ,C539 
C540,21               ,21,R90S             , ,C540 
C541,33               ,33,R90N             , ,C541 
C542,43               ,43,TE90S            , ,C542 
C542,22-33            ,33,R90N-R90S        ,Z,C542Z
C543,45               ,45,UF90             , ,C543 
J427,38               ,38,UT06W            , ,J427 
J430,5-36             ,36,R6S              , ,J430 
J431,4-5              ,5,R6S              , ,J431 
J430,5-36             ,5,R6S              , ,J430 
J430,5-36             ,36,R6S              , ,J430 
J431,4-5              ,4,R6S              , ,J431 
J432,5                ,5,R6S              , ,J432 
J431,4-5              ,4,R6S              , ,J431 
J431,4-5              ,5,R6S              , ,J431 
J431,4-5              ,4,R6S              , ,J431 
J432,5                ,5,R6S              , ,J432 
J430,5-36             ,5,R6S              , ,J430 
J431,4-5              ,5,R6S              , ,J431 
J433,4-5              ,4,R6S              , ,J433 
J433,4-5              ,5,R6S              , ,J433 
J433,4-5              ,4,R6S              ,A,J433A
J433,4-5              ,5,R6S              ,A,J433A
J433,4-5              ,4,R6S              ,B,J433B
J433,4-5              ,5,R6S              ,B,J433B
J433,4                ,4,R6S              ,C,J433C
J434,5                ,5,R6S              , ,J434 
J435,4-5              ,4,R6S              , ,J435 
J435,4-5              ,5,R6S              , ,J435 
J435,4-5              ,4,R6S              ,A,J435A
J435,4-5              ,5,R6S              ,A,J435A
J436,5                ,5,R6S              , ,J436 
J438,36               ,36,R6S              ,A,J438A
J437,5                ,5,R6S              , ,J437 
J438,5                ,5,R6S              , ,J438 
J438,5                ,5,R6S              , ,J438 
J438,36               ,36,R6S              ,A,J438A
J439,5                ,5,R6S              , ,J439 
J439,5                ,5,R6S              ,A,J439A
J438,36               ,36,R6S              ,A,J438A
J437,5                ,5,R6S              , ,J437 
J441,38               ,38,UT06W            ,A,J441A
J440,38               ,38,UT06W            , ,J440 
J440,38               ,38,UT06W            ,A,J440A
J440,38               ,38,UT06W            ,A,J440A
J441,38               ,38,UT06W            , ,J441 
J441,38               ,38,UT06W            ,A,J441A
J441,38               ,38,UT06W            ,A,J441A
J442,39               ,39,UT06E            , ,J442 
J442,39               ,39,UT06E            ,A,J442A
J440,38               ,38,UT06W            ,A,J440A
J443,38               ,38,UT06W            , ,J443 
J445,5                ,5,R6S              , ,J445 
J445,5                ,5,R6S              ,A,J445A
J449,5                ,5,R6S              , ,J449 
J462,5                ,5,R6S              , ,J462 
J462,5                ,5,R6S              , ,J462 
J462,5                ,5,R6S              ,A,J462A
J463,5                ,5,R6S              , ,J463 
J464,5                ,5,R6S              , ,J464 
J449,5                ,5,R6S              , ,J449 
J464,5                ,5,R6S              ,A,J464A
J465,5                ,5,R6S              , ,J465 
J466,5                ,5,R6S              , ,J466 
J467,5                ,5,R6S              , ,J467 
J468,5                ,5,R6S              , ,J468 
J469,5                ,5,R6S              , ,J469 
